category,category_title,full_name,url,description,stars,pushed_at,language,license,interesting_score
local_llm_inference_routing,Local LLM Inference & Routing,danny-avila/LibreChat,https://github.com/danny-avila/LibreChat,"Enhanced ChatGPT Clone: Features Agents, MCP, DeepSeek, Anthropic, AWS, OpenAI, Responses API, Azure, Groq, o1, GPT-5, Mistral, OpenRouter, Vertex AI, Gemini, Artifacts, AI model switching, message search, Code Interpreter, langchain, DALL-E-3, OpenAPI Actions, Functions, Secure Multi-User Auth, Presets, open-source for self-hosting. Active.",37368,2026-05-23T14:56:55Z,TypeScript,MIT,91.6
local_llm_inference_routing,Local LLM Inference & Routing,BerriAI/litellm,https://github.com/BerriAI/litellm,"Python SDK, Proxy Server (AI Gateway) to call 100+ LLM APIs in OpenAI (or native) format, with cost tracking, guardrails, loadbalancing and logging. [Bedrock, Azure, OpenAI, VertexAI, Cohere, Anthropic, Sagemaker, HuggingFace, VLLM, NVIDIA NIM]",48012,2026-05-23T08:37:29Z,Python,NOASSERTION,89.1
local_llm_inference_routing,Local LLM Inference & Routing,meta-llama/llama,https://github.com/meta-llama/llama,Inference code for Llama models,59435,2025-01-26T21:42:26Z,Python,NOASSERTION,70.0
vector_databases_embedding_infra,Vector DBs & Embedding Infrastructure,Mintplex-Labs/anything-llm,https://github.com/Mintplex-Labs/anything-llm,The all-in-one AI productivity accelerator. On device and privacy first with no annoying setup or configuration.,60508,2026-05-23T01:21:36Z,JavaScript,MIT,93.7
vector_databases_embedding_infra,Vector DBs & Embedding Infrastructure,KeygraphHQ/shannon,https://github.com/KeygraphHQ/shannon,"Shannon Lite is an autonomous, white-box AI pentester for web applications and APIs. It analyzes your source code, identifies attack vectors, and executes real exploits to prove vulnerabilities before they reach production.",43555,2026-05-20T18:53:46Z,TypeScript,AGPL-3.0,92.3
vector_databases_embedding_infra,Vector DBs & Embedding Infrastructure,danny-avila/LibreChat,https://github.com/danny-avila/LibreChat,"Enhanced ChatGPT Clone: Features Agents, MCP, DeepSeek, Anthropic, AWS, OpenAI, Responses API, Azure, Groq, o1, GPT-5, Mistral, OpenRouter, Vertex AI, Gemini, Artifacts, AI model switching, message search, Code Interpreter, langchain, DALL-E-3, OpenAPI Actions, Functions, Secure Multi-User Auth, Presets, open-source for self-hosting. Active.",37368,2026-05-23T14:56:55Z,TypeScript,MIT,91.6
vector_databases_embedding_infra,Vector DBs & Embedding Infrastructure,Hannibal046/Awesome-LLM,https://github.com/Hannibal046/Awesome-LLM,Awesome-LLM: a curated list of Large Language Model,26844,2025-07-31T02:38:24Z,,CC0-1.0,76.4
agentic_code_review_swe,Agentic Code Review & SWE,VoltAgent/awesome-design-md,https://github.com/VoltAgent/awesome-design-md,A collection of DESIGN.md files inspired by popular brand design systems. Drop one into your project and let coding agents generate a matching UI.,82967,2026-05-18T14:31:59Z,,MIT,95.1
agentic_code_review_swe,Agentic Code Review & SWE,ChromeDevTools/chrome-devtools-mcp,https://github.com/ChromeDevTools/chrome-devtools-mcp,Chrome DevTools for coding agents,41231,2026-05-23T12:47:51Z,TypeScript,Apache-2.0,92.0
agentic_code_review_swe,Agentic Code Review & SWE,rohitg00/agentmemory,https://github.com/rohitg00/agentmemory,#1 Persistent memory for AI coding agents based on real-world benchmarks,16677,2026-05-22T18:23:11Z,TypeScript,Apache-2.0,88.0
agentic_code_review_swe,Agentic Code Review & SWE,alirezarezvani/claude-skills,https://github.com/alirezarezvani/claude-skills,"329 Claude Code skills & agent skills & plugins (30+ Agents, 70+ custom commands, 320+ skills, customizable references, scripts)for Claude Code, Codex, Gemini CLI, Cursor, and 8 more coding agents — engineering, marketing, product, compliance, C-level advisory, research, business operations, commercial & finance, and your daily productivity skills.",15979,2026-05-23T02:29:34Z,Python,MIT,87.8
agentic_code_review_swe,Agentic Code Review & SWE,ItzCrazyKns/Vane,https://github.com/ItzCrazyKns/Vane,Vane is an AI-powered answering engine.,34835,2026-04-11T14:33:06Z,TypeScript,MIT,87.5
agentic_code_review_swe,Agentic Code Review & SWE,langchain-ai/open-swe,https://github.com/langchain-ai/open-swe,An Open-Source Asynchronous Coding Agent,9840,2026-05-23T08:47:17Z,Python,MIT,85.7
agentic_code_review_swe,Agentic Code Review & SWE,chenhg5/cc-connect,https://github.com/chenhg5/cc-connect,"Bridge local AI coding agents (Claude Code, Cursor, Gemini CLI, Codex) to messaging platforms (Feishu/Lark, DingTalk, Slack, Telegram, Discord, LINE, WeChat Work). Chat with your AI dev assistant from anywhere — no public IP required for most platforms.",10253,2026-05-23T13:28:34Z,Go,,82.3
agentic_code_review_swe,Agentic Code Review & SWE,coleam00/excalidraw-diagram-skill,https://github.com/coleam00/excalidraw-diagram-skill,Skill to give Claude Code (and any coding agent) the ability to generate beautiful and practical Excalidraw diagrams.,3233,2026-03-01T13:36:16Z,Python,,68.4
web_crawling_firecrawl_data_ingestion,Web Crawling & Data Ingestion,firecrawl/firecrawl,https://github.com/firecrawl/firecrawl,"🔥 Search, scrape, and clean the web for AI agents.",123306,2026-05-23T13:17:49Z,TypeScript,AGPL-3.0,96.9
web_crawling_firecrawl_data_ingestion,Web Crawling & Data Ingestion,unclecode/crawl4ai,https://github.com/unclecode/crawl4ai,"🚀🤖 Crawl4AI: Open-source LLM Friendly Web Crawler & Scraper. Don't be shy, join here: https://discord.gg/jP8KfhDhyN",66121,2026-05-22T11:42:05Z,Python,Apache-2.0,94.1
workflow_state_machines_durable_agents,Workflow State Machines & Durable Agents,langflow-ai/langflow,https://github.com/langflow-ai/langflow,Langflow is a powerful tool for building and deploying AI-powered agents and workflows.,148690,2026-05-23T10:38:02Z,Python,MIT,97.7
workflow_state_machines_durable_agents,Workflow State Machines & Durable Agents,n8n-io/n8n,https://github.com/n8n-io/n8n,"Fair-code workflow automation platform with native AI capabilities. Combine visual building with custom code, self-host or cloud, 400+ integrations.",189377,2026-05-23T15:35:24Z,TypeScript,NOASSERTION,95.2
workflow_state_machines_durable_agents,Workflow State Machines & Durable Agents,langgenius/dify,https://github.com/langgenius/dify,Production-ready platform for agentic workflow development.,142347,2026-05-23T15:25:39Z,TypeScript,NOASSERTION,93.9
workflow_state_machines_durable_agents,Workflow State Machines & Durable Agents,anthropics/claude-code,https://github.com/anthropics/claude-code,"Claude Code is an agentic coding tool that lives in your terminal, understands your codebase, and helps you code faster by executing routine tasks, explaining complex code, and handling git workflows - all through natural language commands.",125950,2026-05-23T04:03:51Z,Shell,,93.4
workflow_state_machines_durable_agents,Workflow State Machines & Durable Agents,ruvnet/ruflo,https://github.com/ruvnet/ruflo,"🌊 The leading agent orchestration platform for Claude. Deploy intelligent multi-agent swarms, coordinate autonomous workflows, and build conversational AI systems. Features    enterprise-grade architecture, self-learning swarm intelligence, RAG integration, and native Claude Code / Codex Integration",54346,2026-05-23T08:53:35Z,TypeScript,MIT,93.2
workflow_state_machines_durable_agents,Workflow State Machines & Durable Agents,HKUDS/nanobot,https://github.com/HKUDS/nanobot,"Lightweight, open-source AI agent for your tools, chats, and workflows.",43035,2026-05-23T14:56:24Z,Python,MIT,92.2
workflow_state_machines_durable_agents,Workflow State Machines & Durable Agents,conductor-oss/conductor,https://github.com/conductor-oss/conductor,Conductor is an event driven agentic workflow engine providing durable and highly resilient execution engine for applications and AI Agents,31838,2026-05-22T22:28:18Z,Java,Apache-2.0,90.9
workflow_state_machines_durable_agents,Workflow State Machines & Durable Agents,czlonkowski/n8n-mcp,https://github.com/czlonkowski/n8n-mcp,A MCP for Claude Desktop / Claude Code / Windsurf / Cursor to build n8n workflows for you ,21202,2026-05-23T15:26:22Z,TypeScript,MIT,89.1
workflow_state_machines_durable_agents,Workflow State Machines & Durable Agents,enescingoz/awesome-n8n-templates,https://github.com/enescingoz/awesome-n8n-templates,"280+ free n8n automation templates — ready-to-use workflows for Gmail, Telegram, Slack, Discord, WhatsApp, Google Drive, Notion, OpenAI, and more. AI agents, RAG   chatbots, email automation, social media, DevOps, and document processing. The largest open-source n8n template collection.",22405,2026-04-09T17:13:26Z,,NOASSERTION,82.0
workflow_state_machines_durable_agents,Workflow State Machines & Durable Agents,zebbern/claude-code-guide,https://github.com/zebbern/claude-code-guide,"Claude Code Guide - Setup, Commands, workflows, agents, skills & tips-n-tricks go from beginner to power user!",4158,2026-05-23T01:13:11Z,,MIT,81.9
synthetic_data_simulation_agents,Synthetic Data & Agent Simulation,rohitg00/agentmemory,https://github.com/rohitg00/agentmemory,#1 Persistent memory for AI coding agents based on real-world benchmarks,16677,2026-05-22T18:23:11Z,TypeScript,Apache-2.0,88.0
synthetic_data_simulation_agents,Synthetic Data & Agent Simulation,e2b-dev/E2B,https://github.com/e2b-dev/E2B,"Open-source, secure environment with real-world tools for enterprise-grade agents.",12334,2026-05-23T05:30:58Z,Python,Apache-2.0,86.7
